,x,y,z
4661,-4.00E-62,2.67362208,1.1
4662,-4.00E-63,2.796117258,1.2
4663,-4.00E-64,2.890674556,1.3
4664,-4.00E-65,2.95634919,1.4
4665,-4.00E-66,2.99248496,1.5
4666,-4.00E-67,2.998720809,1.6
4667,-4.00E-68,2.974994431,1.7
4668,-4.00E-69,2.921542893,1.8
4669,-4.00E-70,2.838900263,1.9
4670,-4.00E-71,2.72789228,2
4671,-4.00E-72,2.5896281,2.1
4672,-4.00E-73,2.425489211,2.2
4673,-4.00E-74,2.237115637,2.3
4674,-4.00E-75,2.026389542,2.4
4675,-4.00E-76,1.795416432,2.5
4676,-4.00E-77,1.546504115,2.6
4677,-4.00E-78,1.282139641,2.7
4678,-4.00E-79,1.00496445,2.8
4679,-4.00E-80,0.717747988,2.9
4680,-4.00E-81,0.423360024,3
4681,-4.00E-82,0.124741987,3.1
4682,-4.00E-83,-0.17512243,3.2
4683,-4.00E-84,-0.473237082,3.3
4684,-4.00E-85,-0.766623306,3.4
4685,-4.00E-86,-1.052349683,3.5
4686,-4.00E-87,-1.32756133,3.6
4687,-4.00E-88,-1.589508423,3.7
4688,-4.00E-89,-1.835573673,3.8
4689,-4.00E-90,-2.063298478,3.9
4690,-4.00E-91,-2.270407486,4
4691,-4.00E-92,-2.454831333,4.1
4692,-4.00E-93,-2.614727317,4.2
4693,-4.00E-94,-2.74849781,4.3
4694,-4.00E-95,-2.854806222,4.4
4695,-4.00E-96,-2.932590353,4.5
4696,-4.00E-97,-2.981073011,4.6
4697,-4.00E-98,-2.999769773,4.7
4698,-4.00E-99,-2.988493827,4.8
4699,-4.00E-100,-2.947357838,4.9
4700,-0.3,2.496802327,-5
4701,-0.03,2.929248031,-4.9
4702,-0.003,2.987692889,-4.8
4703,-0.0003,2.999780787,-4.7
4704,-3.00E-05,2.981083103,-4.6
4705,-3.00E-06,2.93259225,-4.5
4706,-3.00E-07,2.854806498,-4.4
4707,-3.00E-08,2.748497846,-4.3
4708,-3.00E-09,2.614727322,-4.2
4709,-3.00E-10,2.454831334,-4.1
4710,-3.00E-11,2.270407486,-4
4711,-3.00E-12,2.063298478,-3.9
4712,-3.00E-13,1.835573673,-3.8
4713,-3.00E-14,1.589508423,-3.7
4714,-3.00E-15,1.32756133,-3.6
4715,-3.00E-16,1.052349683,-3.5
4716,-3.00E-17,0.766623306,-3.4
4717,-3.00E-18,0.473237082,-3.3
4718,-3.00E-19,0.17512243,-3.2
4719,-3.00E-20,-0.124741987,-3.1
4720,-3.00E-21,-0.423360024,-3
4721,-3.00E-22,-0.717747988,-2.9
4722,-3.00E-23,-1.00496445,-2.8
4723,-3.00E-24,-1.282139641,-2.7
4724,-3.00E-25,-1.546504115,-2.6
4725,-3.00E-26,-1.795416432,-2.5
4726,-3.00E-27,-2.026389542,-2.4
4727,-3.00E-28,-2.237115637,-2.3
4728,-3.00E-29,-2.425489211,-2.2
4729,-3.00E-30,-2.5896281,-2.1
4730,-3.00E-31,-2.72789228,-2
4731,-3.00E-32,-2.838900263,-1.9
4732,-3.00E-33,-2.921542893,-1.8
4733,-3.00E-34,-2.974994431,-1.7
4734,-3.00E-35,-2.998720809,-1.6
4735,-3.00E-36,-2.99248496,-1.5
4736,-3.00E-37,-2.95634919,-1.4
4737,-3.00E-38,-2.890674556,-1.3
4738,-3.00E-39,-2.796117258,-1.2
4739,-3.00E-40,-2.67362208,-1.1
4740,-3.00E-41,-2.524412954,-1
4741,-3.00E-42,-2.349980729,-0.9
4742,-3.00E-43,-2.152068273,-0.8
4743,-3.00E-44,-1.932653062,-0.7
4744,-3.00E-45,-1.69392742,-0.6
4745,-3.00E-46,-1.438276616,-0.5
4746,-3.00E-47,-1.168255027,-0.4
4747,-3.00E-48,-0.88656062,-0.3
4748,-3.00E-49,-0.596007992,-0.2
4749,-3.00E-50,-0.29950025,-0.1
4750,-3.00E-51,-9.00E-51,0
4751,-3.00E-52,0.29950025,0.1
4752,-3.00E-53,0.596007992,0.2
4753,-3.00E-54,0.88656062,0.3
4754,-3.00E-55,1.168255027,0.4
4755,-3.00E-56,1.438276616,0.5
4756,-3.00E-57,1.69392742,0.6
4757,-3.00E-58,1.932653062,0.7
4758,-3.00E-59,2.152068273,0.8
4759,-3.00E-60,2.349980729,0.9
4760,-3.00E-61,2.524412954,1
4761,-3.00E-62,2.67362208,1.1
4762,-3.00E-63,2.796117258,1.2
4763,-3.00E-64,2.890674556,1.3
4764,-3.00E-65,2.95634919,1.4
4765,-3.00E-66,2.99248496,1.5
4766,-3.00E-67,2.998720809,1.6
4767,-3.00E-68,2.974994431,1.7
4768,-3.00E-69,2.921542893,1.8
4769,-3.00E-70,2.838900263,1.9
4770,-3.00E-71,2.72789228,2
4771,-3.00E-72,2.5896281,2.1
4772,-3.00E-73,2.425489211,2.2
4773,-3.00E-74,2.237115637,2.3
4774,-3.00E-75,2.026389542,2.4
4775,-3.00E-76,1.795416432,2.5
4776,-3.00E-77,1.546504115,2.6
4777,-3.00E-78,1.282139641,2.7
4778,-3.00E-79,1.00496445,2.8
4779,-3.00E-80,0.717747988,2.9
4780,-3.00E-81,0.423360024,3
4781,-3.00E-82,0.124741987,3.1
4782,-3.00E-83,-0.17512243,3.2
4783,-3.00E-84,-0.473237082,3.3
4784,-3.00E-85,-0.766623306,3.4
4785,-3.00E-86,-1.052349683,3.5
4786,-3.00E-87,-1.32756133,3.6
4787,-3.00E-88,-1.589508423,3.7
4788,-3.00E-89,-1.835573673,3.8
4789,-3.00E-90,-2.063298478,3.9
4790,-3.00E-91,-2.270407486,4
4791,-3.00E-92,-2.454831333,4.1
4792,-3.00E-93,-2.614727317,4.2
4793,-3.00E-94,-2.74849781,4.3
4794,-3.00E-95,-2.854806222,4.4
4795,-3.00E-96,-2.932590353,4.5
4796,-3.00E-97,-2.981073011,4.6
4797,-3.00E-98,-2.999769773,4.7
4798,-3.00E-99,-2.988493827,4.8
4799,-3.00E-100,-2.947357838,4.9
4800,-0.2,2.650363967,-5
4801,-0.02,2.93557839,-4.9
4802,-0.002,2.987962856,-4.8
4803,-0.0002,2.999777146,-4.7
4804,-2.00E-05,2.981079739,-4.6
4805,-2.00E-06,2.932591618,-4.5
4806,-2.00E-07,2.854806406,-4.4
4807,-2.00E-08,2.748497834,-4.3
4808,-2.00E-09,2.61472732,-4.2
4809,-2.00E-10,2.454831334,-4.1
4810,-2.00E-11,2.270407486,-4
4811,-2.00E-12,2.063298478,-3.9
4812,-2.00E-13,1.835573673,-3.8
4813,-2.00E-14,1.589508423,-3.7
4814,-2.00E-15,1.32756133,-3.6
4815,-2.00E-16,1.052349683,-3.5
4816,-2.00E-17,0.766623306,-3.4
4817,-2.00E-18,0.473237082,-3.3
4818,-2.00E-19,0.17512243,-3.2
4819,-2.00E-20,-0.124741987,-3.1
4820,-2.00E-21,-0.423360024,-3
4821,-2.00E-22,-0.717747988,-2.9
4822,-2.00E-23,-1.00496445,-2.8
4823,-2.00E-24,-1.282139641,-2.7
4824,-2.00E-25,-1.546504115,-2.6
4825,-2.00E-26,-1.795416432,-2.5
4826,-2.00E-27,-2.026389542,-2.4
4827,-2.00E-28,-2.237115637,-2.3
4828,-2.00E-29,-2.425489211,-2.2
4829,-2.00E-30,-2.5896281,-2.1
4830,-2.00E-31,-2.72789228,-2
4831,-2.00E-32,-2.838900263,-1.9
4832,-2.00E-33,-2.921542893,-1.8
4833,-2.00E-34,-2.974994431,-1.7
4834,-2.00E-35,-2.998720809,-1.6
4835,-2.00E-36,-2.99248496,-1.5
4836,-2.00E-37,-2.95634919,-1.4
4837,-2.00E-38,-2.890674556,-1.3
4838,-2.00E-39,-2.796117258,-1.2
4839,-2.00E-40,-2.67362208,-1.1
4840,-2.00E-41,-2.524412954,-1
4841,-2.00E-42,-2.349980729,-0.9
4842,-2.00E-43,-2.152068273,-0.8
4843,-2.00E-44,-1.932653062,-0.7
4844,-2.00E-45,-1.69392742,-0.6
4845,-2.00E-46,-1.438276616,-0.5
4846,-2.00E-47,-1.168255027,-0.4
4847,-2.00E-48,-0.88656062,-0.3
4848,-2.00E-49,-0.596007992,-0.2
4849,-2.00E-50,-0.29950025,-0.1
4850,-2.00E-51,-6.00E-51,0
4851,-2.00E-52,0.29950025,0.1
4852,-2.00E-53,0.596007992,0.2
4853,-2.00E-54,0.88656062,0.3
4854,-2.00E-55,1.168255027,0.4
4855,-2.00E-56,1.438276616,0.5
4856,-2.00E-57,1.69392742,0.6
4857,-2.00E-58,1.932653062,0.7
4858,-2.00E-59,2.152068273,0.8
4859,-2.00E-60,2.349980729,0.9
4860,-2.00E-61,2.524412954,1
4861,-2.00E-62,2.67362208,1.1
4862,-2.00E-63,2.796117258,1.2
4863,-2.00E-64,2.890674556,1.3
4864,-2.00E-65,2.95634919,1.4
4865,-2.00E-66,2.99248496,1.5
4866,-2.00E-67,2.998720809,1.6
4867,-2.00E-68,2.974994431,1.7
4868,-2.00E-69,2.921542893,1.8
4869,-2.00E-70,2.838900263,1.9
4870,-2.00E-71,2.72789228,2
4871,-2.00E-72,2.5896281,2.1
4872,-2.00E-73,2.425489211,2.2
4873,-2.00E-74,2.237115637,2.3
4874,-2.00E-75,2.026389542,2.4
4875,-2.00E-76,1.795416432,2.5
4876,-2.00E-77,1.546504115,2.6
4877,-2.00E-78,1.282139641,2.7
4878,-2.00E-79,1.00496445,2.8
4879,-2.00E-80,0.717747988,2.9
4880,-2.00E-81,0.423360024,3
4881,-2.00E-82,0.124741987,3.1
4882,-2.00E-83,-0.17512243,3.2
4883,-2.00E-84,-0.473237082,3.3
4884,-2.00E-85,-0.766623306,3.4
4885,-2.00E-86,-1.052349683,3.5
4886,-2.00E-87,-1.32756133,3.6
4887,-2.00E-88,-1.589508423,3.7
4888,-2.00E-89,-1.835573673,3.8
4889,-2.00E-90,-2.063298478,3.9
4890,-2.00E-91,-2.270407486,4
4891,-2.00E-92,-2.454831333,4.1
4892,-2.00E-93,-2.614727317,4.2
4893,-2.00E-94,-2.74849781,4.3
4894,-2.00E-95,-2.854806222,4.4
4895,-2.00E-96,-2.932590353,4.5
4896,-2.00E-97,-2.981073011,4.6
4897,-2.00E-98,-2.999769773,4.7
4898,-2.00E-99,-2.988493827,4.8
4899,-2.00E-100,-2.947357838,4.9
4900,-0.1,2.777444047,-5
4901,-0.01,2.941615193,-4.9
4902,-0.001,2.988229835,-4.8
4903,-0.0001,2.999773474,-4.7
4904,-1.00E-05,2.981076375,-4.6
4905,-1.00E-06,2.932590985,-4.5
4906,-1.00E-07,2.854806314,-4.4
4907,-1.00E-08,2.748497822,-4.3
4908,-1.00E-09,2.614727319,-4.2
4909,-1.00E-10,2.454831333,-4.1
4910,-1.00E-11,2.270407486,-4
4911,-1.00E-12,2.063298478,-3.9
4912,-1.00E-13,1.835573673,-3.8
4913,-1.00E-14,1.589508423,-3.7
4914,-1.00E-15,1.32756133,-3.6
4915,-1.00E-16,1.052349683,-3.5
4916,-1.00E-17,0.766623306,-3.4
4917,-1.00E-18,0.473237082,-3.3
4918,-1.00E-19,0.17512243,-3.2
4919,-1.00E-20,-0.124741987,-3.1
4920,-1.00E-21,-0.423360024,-3
4921,-1.00E-22,-0.717747988,-2.9
4922,-1.00E-23,-1.00496445,-2.8
4923,-1.00E-24,-1.282139641,-2.7
4924,-1.00E-25,-1.546504115,-2.6
4925,-1.00E-26,-1.795416432,-2.5
4926,-1.00E-27,-2.026389542,-2.4
4927,-1.00E-28,-2.237115637,-2.3
4928,-1.00E-29,-2.425489211,-2.2
4929,-1.00E-30,-2.5896281,-2.1
4930,-1.00E-31,-2.72789228,-2
4931,-1.00E-32,-2.838900263,-1.9
4932,-1.00E-33,-2.921542893,-1.8
4933,-1.00E-34,-2.974994431,-1.7
4934,-1.00E-35,-2.998720809,-1.6
4935,-1.00E-36,-2.99248496,-1.5
4936,-1.00E-37,-2.95634919,-1.4
4937,-1.00E-38,-2.890674556,-1.3
4938,-1.00E-39,-2.796117258,-1.2
4939,-1.00E-40,-2.67362208,-1.1
4940,-1.00E-41,-2.524412954,-1
4941,-1.00E-42,-2.349980729,-0.9
4942,-1.00E-43,-2.152068273,-0.8
4943,-1.00E-44,-1.932653062,-0.7
4944,-1.00E-45,-1.69392742,-0.6
4945,-1.00E-46,-1.438276616,-0.5
4946,-1.00E-47,-1.168255027,-0.4
4947,-1.00E-48,-0.88656062,-0.3
4948,-1.00E-49,-0.596007992,-0.2
4949,-1.00E-50,-0.29950025,-0.1
4950,-1.00E-51,-3.00E-51,0
4951,-1.00E-52,0.29950025,0.1
4952,-1.00E-53,0.596007992,0.2
4953,-1.00E-54,0.88656062,0.3
4954,-1.00E-55,1.168255027,0.4
4955,-1.00E-56,1.438276616,0.5
4956,-1.00E-57,1.69392742,0.6
4957,-1.00E-58,1.932653062,0.7
4958,-1.00E-59,2.152068273,0.8
4959,-1.00E-60,2.349980729,0.9
4960,-1.00E-61,2.524412954,1
4961,-1.00E-62,2.67362208,1.1
4962,-1.00E-63,2.796117258,1.2
4963,-1.00E-64,2.890674556,1.3
4964,-1.00E-65,2.95634919,1.4
4965,-1.00E-66,2.99248496,1.5
4966,-1.00E-67,2.998720809,1.6
4967,-1.00E-68,2.974994431,1.7
4968,-1.00E-69,2.921542893,1.8
4969,-1.00E-70,2.838900263,1.9
4970,-1.00E-71,2.72789228,2
4971,-1.00E-72,2.5896281,2.1
4972,-1.00E-73,2.425489211,2.2
4973,-1.00E-74,2.237115637,2.3
4974,-1.00E-75,2.026389542,2.4
4975,-1.00E-76,1.795416432,2.5
4976,-1.00E-77,1.546504115,2.6
4977,-1.00E-78,1.282139641,2.7
4978,-1.00E-79,1.00496445,2.8
4979,-1.00E-80,0.717747988,2.9
4980,-1.00E-81,0.423360024,3
4981,-1.00E-82,0.124741987,3.1
4982,-1.00E-83,-0.17512243,3.2
4983,-1.00E-84,-0.473237082,3.3
4984,-1.00E-85,-0.766623306,3.4
4985,-1.00E-86,-1.052349683,3.5
4986,-1.00E-87,-1.32756133,3.6
4987,-1.00E-88,-1.589508423,3.7
4988,-1.00E-89,-1.835573673,3.8
4989,-1.00E-90,-2.063298478,3.9
4990,-1.00E-91,-2.270407486,4
4991,-1.00E-92,-2.454831333,4.1
4992,-1.00E-93,-2.614727317,4.2
4993,-1.00E-94,-2.74849781,4.3
4994,-1.00E-95,-2.854806222,4.4
4995,-1.00E-96,-2.932590353,4.5
4996,-1.00E-97,-2.981073011,4.6
4997,-1.00E-98,-2.999769773,4.7
4998,-1.00E-99,-2.988493827,4.8
4999,-1.00E-100,-2.947357838,4.9
5000,0,2.876772824,-5
5001,0,2.947357838,-4.9
5002,0,2.988493827,-4.8
5003,0,2.999769773,-4.7
5004,0,2.981073011,-4.6
5005,0,2.932590353,-4.5
5006,0,2.854806222,-4.4
5007,0,2.74849781,-4.3
5008,0,2.614727317,-4.2
5009,0,2.454831333,-4.1
5010,0,2.270407486,-4
5011,0,2.063298478,-3.9
5012,0,1.835573673,-3.8
5013,0,1.589508423,-3.7
5014,0,1.32756133,-3.6
5015,0,1.052349683,-3.5
5016,0,0.766623306,-3.4
5017,0,0.473237082,-3.3
5018,0,0.17512243,-3.2
5019,0,-0.124741987,-3.1
5020,0,-0.423360024,-3
5021,0,-0.717747988,-2.9
5022,0,-1.00496445,-2.8
5023,0,-1.282139641,-2.7
5024,0,-1.546504115,-2.6
5025,0,-1.795416432,-2.5
5026,0,-2.026389542,-2.4
5027,0,-2.237115637,-2.3
5028,0,-2.425489211,-2.2
5029,0,-2.5896281,-2.1
5030,0,-2.72789228,-2
5031,0,-2.838900263,-1.9
5032,0,-2.921542893,-1.8
5033,0,-2.974994431,-1.7
5034,0,-2.998720809,-1.6
5035,0,-2.99248496,-1.5
5036,0,-2.95634919,-1.4
5037,0,-2.890674556,-1.3
5038,0,-2.796117258,-1.2
5039,0,-2.67362208,-1.1
5040,0,-2.524412954,-1
5041,0,-2.349980729,-0.9
5042,0,-2.152068273,-0.8
5043,0,-1.932653062,-0.7
5044,0,-1.69392742,-0.6
5045,0,-1.438276616,-0.5
5046,0,-1.168255027,-0.4
5047,0,-0.88656062,-0.3
5048,0,-0.596007992,-0.2
5049,0,-0.29950025,-0.1
5050,0,0,0
5051,0,0.29950025,0.1
5052,0,0.596007992,0.2
5053,0,0.88656062,0.3
5054,0,1.168255027,0.4
5055,0,1.438276616,0.5
5056,0,1.69392742,0.6
5057,0,1.932653062,0.7
5058,0,2.152068273,0.8
5059,0,2.349980729,0.9
5060,0,2.524412954,1
5061,0,2.67362208,1.1
5062,0,2.796117258,1.2
5063,0,2.890674556,1.3
5064,0,2.95634919,1.4
5065,0,2.99248496,1.5
5066,0,2.998720809,1.6
5067,0,2.974994431,1.7
5068,0,2.921542893,1.8
5069,0,2.838900263,1.9
5070,0,2.72789228,2
5071,0,2.5896281,2.1
5072,0,2.425489211,2.2
5073,0,2.237115637,2.3
5074,0,2.026389542,2.4
5075,0,1.795416432,2.5
5076,0,1.546504115,2.6
5077,0,1.282139641,2.7
5078,0,1.00496445,2.8
5079,0,0.717747988,2.9
5080,0,0.423360024,3
5081,0,0.124741987,3.1
5082,0,-0.17512243,3.2
5083,0,-0.473237082,3.3
5084,0,-0.766623306,3.4
5085,0,-1.052349683,3.5
5086,0,-1.32756133,3.6
5087,0,-1.589508423,3.7
5088,0,-1.835573673,3.8
5089,0,-2.063298478,3.9
5090,0,-2.270407486,4
5091,0,-2.454831333,4.1
5092,0,-2.614727317,4.2
5093,0,-2.74849781,4.3
5094,0,-2.854806222,4.4
5095,0,-2.932590353,4.5
5096,0,-2.981073011,4.6
5097,0,-2.999769773,4.7
5098,0,-2.988493827,4.8
5099,0,-2.947357838,4.9
5100,0.1,2.947357838,-5
5101,0.01,2.952805749,-4.9
5102,0.001,2.988754829,-4.8
5103,0.0001,2.999766041,-4.7
5104,1.00E-05,2.981069646,-4.6
5105,1.00E-06,2.932589721,-4.5
5106,1.00E-07,2.854806129,-4.4
5107,1.00E-08,2.748497798,-4.3
5108,1.00E-09,2.614727316,-4.2
5109,1.00E-10,2.454831333,-4.1
5110,1.00E-11,2.270407486,-4
5111,1.00E-12,2.063298478,-3.9
5112,1.00E-13,1.835573673,-3.8
5113,1.00E-14,1.589508423,-3.7
5114,1.00E-15,1.32756133,-3.6
5115,1.00E-16,1.052349683,-3.5
5116,1.00E-17,0.766623306,-3.4
5117,1.00E-18,0.473237082,-3.3
5118,1.00E-19,0.17512243,-3.2
5119,1.00E-20,-0.124741987,-3.1
5120,1.00E-21,-0.423360024,-3
5121,1.00E-22,-0.717747988,-2.9
5122,1.00E-23,-1.00496445,-2.8
5123,1.00E-24,-1.282139641,-2.7
5124,1.00E-25,-1.546504115,-2.6
5125,1.00E-26,-1.795416432,-2.5
5126,1.00E-27,-2.026389542,-2.4
5127,1.00E-28,-2.237115637,-2.3
5128,1.00E-29,-2.425489211,-2.2
5129,1.00E-30,-2.5896281,-2.1
5130,1.00E-31,-2.72789228,-2
5131,1.00E-32,-2.838900263,-1.9
5132,1.00E-33,-2.921542893,-1.8
5133,1.00E-34,-2.974994431,-1.7
5134,1.00E-35,-2.998720809,-1.6
5135,1.00E-36,-2.99248496,-1.5
5136,1.00E-37,-2.95634919,-1.4
5137,1.00E-38,-2.890674556,-1.3
5138,1.00E-39,-2.796117258,-1.2
5139,1.00E-40,-2.67362208,-1.1
5140,1.00E-41,-2.524412954,-1
5141,1.00E-42,-2.349980729,-0.9
5142,1.00E-43,-2.152068273,-0.8
5143,1.00E-44,-1.932653062,-0.7
5144,1.00E-45,-1.69392742,-0.6
5145,1.00E-46,-1.438276616,-0.5
5146,1.00E-47,-1.168255027,-0.4
5147,1.00E-48,-0.88656062,-0.3
5148,1.00E-49,-0.596007992,-0.2
5149,1.00E-50,-0.29950025,-0.1
5150,1.00E-51,3.00E-51,0
5151,1.00E-52,0.29950025,0.1
5152,1.00E-53,0.596007992,0.2
5153,1.00E-54,0.88656062,0.3
5154,1.00E-55,1.168255027,0.4
5155,1.00E-56,1.438276616,0.5
5156,1.00E-57,1.69392742,0.6
5157,1.00E-58,1.932653062,0.7
5158,1.00E-59,2.152068273,0.8
5159,1.00E-60,2.349980729,0.9
5160,1.00E-61,2.524412954,1
5161,1.00E-62,2.67362208,1.1
5162,1.00E-63,2.796117258,1.2
5163,1.00E-64,2.890674556,1.3
5164,1.00E-65,2.95634919,1.4
5165,1.00E-66,2.99248496,1.5
5166,1.00E-67,2.998720809,1.6
5167,1.00E-68,2.974994431,1.7
5168,1.00E-69,2.921542893,1.8
5169,1.00E-70,2.838900263,1.9
5170,1.00E-71,2.72789228,2
5171,1.00E-72,2.5896281,2.1
5172,1.00E-73,2.425489211,2.2
5173,1.00E-74,2.237115637,2.3
5174,1.00E-75,2.026389542,2.4
5175,1.00E-76,1.795416432,2.5
5176,1.00E-77,1.546504115,2.6
5177,1.00E-78,1.282139641,2.7
5178,1.00E-79,1.00496445,2.8
5179,1.00E-80,0.717747988,2.9
5180,1.00E-81,0.423360024,3
5181,1.00E-82,0.124741987,3.1
5182,1.00E-83,-0.17512243,3.2
5183,1.00E-84,-0.473237082,3.3
5184,1.00E-85,-0.766623306,3.4
5185,1.00E-86,-1.052349683,3.5
5186,1.00E-87,-1.32756133,3.6
5187,1.00E-88,-1.589508423,3.7
5188,1.00E-89,-1.835573673,3.8
5189,1.00E-90,-2.063298478,3.9
5190,1.00E-91,-2.270407486,4
5191,1.00E-92,-2.454831333,4.1
5192,1.00E-93,-2.614727317,4.2
5193,1.00E-94,-2.74849781,4.3
5194,1.00E-95,-2.854806222,4.4
5195,1.00E-96,-2.932590353,4.5
5196,1.00E-97,-2.981073011,4.6
5197,1.00E-98,-2.999769773,4.7
5198,1.00E-99,-2.988493827,4.8
5199,1.00E-100,-2.947357838,4.9
5200,0.2,2.988493827,-5
5201,0.02,2.957958382,-4.9
5202,0.002,2.989012843,-4.8
5203,0.0002,2.999762279,-4.7
5204,2.00E-05,2.981066281,-4.6
5205,2.00E-06,2.932589088,-4.5
5206,2.00E-07,2.854806037,-4.4
5207,2.00E-08,2.748497786,-4.3
5208,2.00E-09,2.614727314,-4.2
5209,2.00E-10,2.454831333,-4.1
5210,2.00E-11,2.270407486,-4
5211,2.00E-12,2.063298478,-3.9
5212,2.00E-13,1.835573673,-3.8
5213,2.00E-14,1.589508423,-3.7
5214,2.00E-15,1.32756133,-3.6
5215,2.00E-16,1.052349683,-3.5
5216,2.00E-17,0.766623306,-3.4
5217,2.00E-18,0.473237082,-3.3
5218,2.00E-19,0.17512243,-3.2
5219,2.00E-20,-0.124741987,-3.1
5220,2.00E-21,-0.423360024,-3
5221,2.00E-22,-0.717747988,-2.9
5222,2.00E-23,-1.00496445,-2.8
5223,2.00E-24,-1.282139641,-2.7
5224,2.00E-25,-1.546504115,-2.6
5225,2.00E-26,-1.795416432,-2.5
5226,2.00E-27,-2.026389542,-2.4
5227,2.00E-28,-2.237115637,-2.3
5228,2.00E-29,-2.425489211,-2.2
5229,2.00E-30,-2.5896281,-2.1
5230,2.00E-31,-2.72789228,-2
5231,2.00E-32,-2.838900263,-1.9
5232,2.00E-33,-2.921542893,-1.8
5233,2.00E-34,-2.974994431,-1.7
5234,2.00E-35,-2.998720809,-1.6
5235,2.00E-36,-2.99248496,-1.5
5236,2.00E-37,-2.95634919,-1.4
5237,2.00E-38,-2.890674556,-1.3
5238,2.00E-39,-2.796117258,-1.2
5239,2.00E-40,-2.67362208,-1.1
5240,2.00E-41,-2.524412954,-1
5241,2.00E-42,-2.349980729,-0.9
5242,2.00E-43,-2.152068273,-0.8
5243,2.00E-44,-1.932653062,-0.7
5244,2.00E-45,-1.69392742,-0.6
5245,2.00E-46,-1.438276616,-0.5
5246,2.00E-47,-1.168255027,-0.4
5247,2.00E-48,-0.88656062,-0.3
5248,2.00E-49,-0.596007992,-0.2
5249,2.00E-50,-0.29950025,-0.1
5250,2.00E-51,6.00E-51,0
5251,2.00E-52,0.29950025,0.1
5252,2.00E-53,0.596007992,0.2
5253,2.00E-54,0.88656062,0.3
5254,2.00E-55,1.168255027,0.4
5255,2.00E-56,1.438276616,0.5
5256,2.00E-57,1.69392742,0.6
5257,2.00E-58,1.932653062,0.7
5258,2.00E-59,2.152068273,0.8
5259,2.00E-60,2.349980729,0.9
5260,2.00E-61,2.524412954,1
5261,2.00E-62,2.67362208,1.1
5262,2.00E-63,2.796117258,1.2
5263,2.00E-64,2.890674556,1.3
5264,2.00E-65,2.95634919,1.4
5265,2.00E-66,2.99248496,1.5
5266,2.00E-67,2.998720809,1.6
5267,2.00E-68,2.974994431,1.7
5268,2.00E-69,2.921542893,1.8
5269,2.00E-70,2.838900263,1.9
5270,2.00E-71,2.72789228,2
5271,2.00E-72,2.5896281,2.1
5272,2.00E-73,2.425489211,2.2
5273,2.00E-74,2.237115637,2.3
5274,2.00E-75,2.026389542,2.4
5275,2.00E-76,1.795416432,2.5
5276,2.00E-77,1.546504115,2.6
5277,2.00E-78,1.282139641,2.7
5278,2.00E-79,1.00496445,2.8
5279,2.00E-80,0.717747988,2.9
5280,2.00E-81,0.423360024,3
5281,2.00E-82,0.124741987,3.1
5282,2.00E-83,-0.17512243,3.2
5283,2.00E-84,-0.473237082,3.3
5284,2.00E-85,-0.766623306,3.4
5285,2.00E-86,-1.052349683,3.5
5286,2.00E-87,-1.32756133,3.6
5287,2.00E-88,-1.589508423,3.7
5288,2.00E-89,-1.835573673,3.8
5289,2.00E-90,-2.063298478,3.9
5290,2.00E-91,-2.270407486,4
5291,2.00E-92,-2.454831333,4.1
5292,2.00E-93,-2.614727317,4.2
5293,2.00E-94,-2.74849781,4.3
5294,2.00E-95,-2.854806222,4.4
5295,2.00E-96,-2.932590353,4.5
5296,2.00E-97,-2.981073011,4.6
5297,2.00E-98,-2.999769773,4.7
5298,2.00E-99,-2.988493827,4.8
5299,2.00E-100,-2.947357838,4.9
5300,0.3,2.999769773,-5
5301,0.03,2.962815222,-4.9
5302,0.003,2.989267868,-4.8
5303,0.0003,2.999758488,-4.7
5304,3.00E-05,2.981062916,-4.6
5305,3.00E-06,2.932588456,-4.5
5306,3.00E-07,2.854805945,-4.4
5307,3.00E-08,2.748497774,-4.3
5308,3.00E-09,2.614727313,-4.2
5309,3.00E-10,2.454831333,-4.1
5310,3.00E-11,2.270407486,-4
5311,3.00E-12,2.063298478,-3.9
5312,3.00E-13,1.835573673,-3.8
5313,3.00E-14,1.589508423,-3.7
5314,3.00E-15,1.32756133,-3.6
5315,3.00E-16,1.052349683,-3.5
5316,3.00E-17,0.766623306,-3.4
5317,3.00E-18,0.473237082,-3.3
5318,3.00E-19,0.17512243,-3.2
5319,3.00E-20,-0.124741987,-3.1
5320,3.00E-21,-0.423360024,-3
5321,3.00E-22,-0.717747988,-2.9
5322,3.00E-23,-1.00496445,-2.8
5323,3.00E-24,-1.282139641,-2.7
5324,3.00E-25,-1.546504115,-2.6
5325,3.00E-26,-1.795416432,-2.5
5326,3.00E-27,-2.026389542,-2.4
5327,3.00E-28,-2.237115637,-2.3
5328,3.00E-29,-2.425489211,-2.2
5329,3.00E-30,-2.5896281,-2.1
5330,3.00E-31,-2.72789228,-2
5331,3.00E-32,-2.838900263,-1.9
5332,3.00E-33,-2.921542893,-1.8
5333,3.00E-34,-2.974994431,-1.7
5334,3.00E-35,-2.998720809,-1.6
5335,3.00E-36,-2.99248496,-1.5
5336,3.00E-37,-2.95634919,-1.4
5337,3.00E-38,-2.890674556,-1.3
5338,3.00E-39,-2.796117258,-1.2
5339,3.00E-40,-2.67362208,-1.1
5340,3.00E-41,-2.524412954,-1
5341,3.00E-42,-2.349980729,-0.9
5342,3.00E-43,-2.152068273,-0.8
5343,3.00E-44,-1.932653062,-0.7
